1,-3.188396,55.944425,260,-3.1884480944533,55.944129557674096,trades.rare.cable
2,-3.1884480944533,55.944129557674096,310,-3.1882552581703942,55.94389974434116,cubs.trucks.help
3,-3.1882552581703942,55.94389974434116,160,-3.18853716595663,55.94400235038416,null
4,-3.18853716595663,55.94400235038416,160,-3.1888190737428657,55.94410495642716,null
5,-3.1888190737428657,55.94410495642716,160,-3.1891009815291014,55.94420756247016,spoon.invest.every
6,-3.1891009815291014,55.94420756247016,220,-3.189330794862037,55.944014726187255,null
7,-3.189330794862037,55.944014726187255,210,-3.1895906024831726,55.94386472618726,burn.spot.across
8,-3.1895906024831726,55.94386472618726,280,-3.1895385080298726,55.94356928386135,cars.attend.hotels
9,-3.1895385080298726,55.94356928386135,10,-3.1892430657039688,55.94362137831465,null
10,-3.1892430657039688,55.94362137831465,10,-3.188947623378065,55.943673472767955,labels.hotels.alert
11,-3.188947623378065,55.943673472767955,300,-3.188797623378065,55.94341366514682,null
12,-3.188797623378065,55.94341366514682,300,-3.1886476233780647,55.94315385752569,groups.ideas.script
13,-3.1886476233780647,55.94315385752569,160,-3.1889295311643004,55.94325646356869,null
14,-3.1889295311643004,55.94325646356869,160,-3.189211438950536,55.94335906961169,null
15,-3.189211438950536,55.94335906961169,160,-3.189493346736772,55.94346167565469,null
16,-3.189493346736772,55.94346167565469,160,-3.1897752545230076,55.94356428169769,null
17,-3.1897752545230076,55.94356428169769,160,-3.1900571623092433,55.94366688774069,null
18,-3.1900571623092433,55.94366688774069,170,-3.190352604635147,55.94371898219399,sculpture.shot.melon
19,-3.190352604635147,55.94371898219399,300,-3.190202604635147,55.94345917457286,null
20,-3.190202604635147,55.94345917457286,300,-3.190052604635147,55.943199366951724,null
21,-3.190052604635147,55.943199366951724,300,-3.189902604635147,55.94293955933059,second.launch.miles
22,-3.189902604635147,55.94293955933059,60,-3.1897526046351468,55.943199366951724,null
23,-3.1897526046351468,55.943199366951724,60,-3.1896026046351467,55.94345917457286,null
24,-3.1896026046351467,55.94345917457286,60,-3.1894526046351466,55.94371898219399,null
25,-3.1894526046351466,55.94371898219399,60,-3.1893026046351465,55.94397878981513,null
26,-3.1893026046351465,55.94397878981513,60,-3.1891526046351464,55.94423859743626,null
27,-3.1891526046351464,55.94423859743626,60,-3.1890026046351463,55.944498405057395,null
28,-3.1890026046351463,55.944498405057395,70,-3.1888999985921487,55.94478031284363,null
29,-3.1888999985921487,55.94478031284363,60,-3.1887499985921486,55.94504012046477,rooms.lamp.teach
30,-3.1887499985921486,55.94504012046477,70,-3.188647392549151,55.945322028251006,null
31,-3.188647392549151,55.945322028251006,70,-3.1885447865061534,55.945603936037244,bend.tubes.chops
32,-3.1885447865061534,55.945603936037244,210,-3.188804594127289,55.94545393603725,null
33,-3.188804594127289,55.94545393603725,210,-3.1890644017484244,55.94530393603725,null
34,-3.1890644017484244,55.94530393603725,210,-3.18932420936956,55.94515393603725,null
35,-3.18932420936956,55.94515393603725,210,-3.1895840169906955,55.94500393603725,null
36,-3.1895840169906955,55.94500393603725,210,-3.189843824611831,55.944853936037255,null
37,-3.189843824611831,55.944853936037255,210,-3.1901036322329666,55.94470393603726,null
38,-3.1901036322329666,55.94470393603726,210,-3.190363439854102,55.94455393603726,null
39,-3.190363439854102,55.94455393603726,210,-3.1906232474752376,55.94440393603726,null
40,-3.1906232474752376,55.94440393603726,210,-3.190883055096373,55.94425393603726,null
41,-3.190883055096373,55.94425393603726,200,-3.191164962882609,55.94415132999426,hills.giant.crate
42,-3.191164962882609,55.94415132999426,80,-3.191112868429309,55.94444677232017,null
43,-3.191112868429309,55.94444677232017,80,-3.191060773976009,55.94474221464608,estate.gave.votes
44,-3.191060773976009,55.94474221464608,10,-3.190765331650105,55.94479430909938,null
45,-3.190765331650105,55.94479430909938,10,-3.190469889324201,55.94484640355268,null
46,-3.190469889324201,55.94484640355268,10,-3.1901744469982973,55.94489849800598,null
47,-3.1901744469982973,55.94489849800598,10,-3.1898790046723935,55.944950592459286,null
48,-3.1898790046723935,55.944950592459286,20,-3.189597096886158,55.945053198502286,null
49,-3.189597096886158,55.945053198502286,10,-3.189301654560254,55.94510529295559,null
50,-3.189301654560254,55.94510529295559,20,-3.1890197467740182,55.94520789899859,null
51,-3.1890197467740182,55.94520789899859,10,-3.1887243044481144,55.94525999345189,null
52,-3.1887243044481144,55.94525999345189,20,-3.1884423966618787,55.94536259949489,null
53,-3.1884423966618787,55.94536259949489,10,-3.188146954335975,55.945414693948194,null
54,-3.188146954335975,55.945414693948194,20,-3.187865046549739,55.945517299991195,null
55,-3.187865046549739,55.945517299991195,10,-3.1875696042238353,55.9455693944445,null
56,-3.1875696042238353,55.9455693944445,20,-3.1872876964375996,55.9456720004875,diner.leaves.mutual
57,-3.1872876964375996,55.9456720004875,330,-3.187027888816464,55.9455220004875,spent.spoon.bolt
58,-3.187027888816464,55.9455220004875,20,-3.1867459810302283,55.9456246065305,hidden.handle.softly
59,-3.1867459810302283,55.9456246065305,260,-3.1867980754835283,55.945329164204594,dragon.bottle.crisp
60,-3.1867980754835283,55.945329164204594,140,-3.187027888816464,55.9455220004875,null
61,-3.187027888816464,55.9455220004875,150,-3.1872876964375996,55.9456720004875,null
62,-3.1872876964375996,55.9456720004875,210,-3.187547504058735,55.9455220004875,null
63,-3.187547504058735,55.9455220004875,190,-3.187842946384639,55.9454699060342,null
64,-3.187842946384639,55.9454699060342,190,-3.188138388710543,55.945417811580896,null
65,-3.188138388710543,55.945417811580896,300,-3.1879883887105427,55.94515800395976,null
66,-3.1879883887105427,55.94515800395976,300,-3.1878383887105426,55.94489819633863,null
67,-3.1878383887105426,55.94489819633863,300,-3.1876883887105425,55.94463838871749,null
68,-3.1876883887105425,55.94463838871749,310,-3.1874955524276367,55.94440857538456,null
69,-3.1874955524276367,55.94440857538456,10,-3.187200110101733,55.94446066983786,null
70,-3.187200110101733,55.94446066983786,-60,-3.187050110101733,55.944200862216725,null
71,-3.187050110101733,55.944200862216725,-50,-3.186857273818827,55.94397104888379,null
72,-3.186857273818827,55.94397104888379,20,-3.1865753660325913,55.94407365492679,null
